Hour,Hour_Number,Simulation_Time,Average_SoC,Active_Drivers,Total_SoC
T21,21,1239.6377951039913,0.4678350535137651,1205,563.7412394840869
T21,21,1241.6519867866346,0.4635102355158937,1200,556.2122826190724
T21,21,1243.7163611905203,0.4633345448550897,1195,553.6847811018322
T21,21,1245.8341908265238,0.4638760060248675,1187,550.6208191515177
T21,21,1247.9674632019592,0.4643762918069763,1175,545.6421428731971
T21,21,1249.999934460004,0.4646011885402179,1165,541.2603846493539
T21,21,1252.068579313859,0.46368312871485257,1161,538.3361124379438
T21,21,1254.355394326541,0.4614838198038361,1149,530.2449089546077
T21,21,1256.3653121336606,0.459847041071323,1137,522.8460856980943
T21,21,1258.4933496301928,0.4595616041387896,1133,520.6832974892486
T22,22,1260.5422339020129,0.45961849300867885,1118,513.8534751837029
T22,22,1262.5856650300527,0.4606602048393118,1111,511.7934875764754
T22,22,1264.8859793866602,0.4616153756905624,1105,510.0849901380714
T22,22,1266.8888545517252,0.4574586810254496,1090,498.6299623177401
T22,22,1268.9188295990443,0.45515546844562427,1084,493.3885277950567
T22,22,1270.9652879847044,0.4579232360466749,1079,494.0991716943622
T22,22,1273.1050382178355,0.45630035393546803,1071,488.69767906488624
T22,22,1275.327471510911,0.4568054022587031,1063,485.58414260100136
T22,22,1277.534631720241,0.4577837002875988,1055,482.96180380341673
T22,22,1279.707395952499,0.4576767113865124,1048,479.64519353306497
T22,22,1281.756584243249,0.45549024631110613,1046,476.44279764141703
T22,22,1283.832583960411,0.4568957134904386,1037,473.80085488958485
T22,22,1285.8455677857885,0.4566628264404349,1023,467.1660714485649
T22,22,1287.8776566354882,0.4551730109894025,1014,461.5454331432541
T22,22,1289.9755766531084,0.4577289229099856,1003,459.1021096787156
T22,22,1291.9845725041964,0.4569599736225118,994,454.2182137807767
T22,22,1294.0274579844593,0.4528197186596951,988,447.38588203577876
T22,22,1296.0409258330938,0.4504961736045251,978,440.58525778522556
T22,22,1298.1041718769552,0.45068184524902094,976,439.86548096304443
T22,22,1300.1849045812792,0.45135860565996083,976,440.52599912412177
T22,22,1302.2003004560268,0.45019817328417916,967,435.34163356580126
T22,22,1304.2159498032831,0.45159661355513775,964,435.3391354671528
T22,22,1306.5312189114247,0.4542020704719029,959,435.5797855825549
